,fap,ifar,stat,snr,timeslide_value,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
599,2.4615503e-07,52297.207,17.967389999999998,149.41929376898742,0.0,81.389465,1242199990.8657227,1242199992.8657227,0.18616992,8852325,125.307144,1242199990.8618164,1242199992.8618164,0.18616992,9985985,68.746605,43.74673,112.49333,47.499906677355966,0.63634753,0.25453323,0.25453323,25.3,24393,54.10390090942383,71.84541320800781,1242199992.8656332,0.8615018725395203,0.20466169714927676,160.3280029296875,1.0347100496292114,2.4544711112976074,5.967137813568115,4.251779079437257,-0.1717092990875244
600,0.002936985,4.376702,8.902677,9.929158178370258,0.0,7.721203999999999,1242200166.0839846,1242200168.0839846,0.41367126,10127278,6.242691000000001,1242200166.0893555,1242200168.0893555,0.41367126,11421675,38.429115,27.877979999999997,66.3071,28.421108114202642,0.7254390000000001,-0.06924021,-0.06924021,24.8,24257,19.79952049255371,49.78895950317383,1242200168.09906,0.18393300473690036,0.004670627880841494,1533.157958984375,0.989727020263672,3.498344898223877,4.1829352378845215,3.497277021408081,0.7310327887535095
608,2.4615503e-07,52297.207,14.464541,33.95202886818349,0.0,14.332013,1242203985.253418,1242203987.253418,0.15186918,8729326,30.778786,1242203985.260254,1242203987.260254,0.15186918,9847444,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,39.16321182250977,102.12220001220705,1242203987.2391768,0.07367424666881561,0.5822582840919495,805.38330078125,2.727051019668579,0.0023649909999221568,4.5526652336120605,1.9215370416641235,0.08769124001264572
609,2.4615503e-07,52297.207,16.748133,27.854513262616813,0.0,9.7281,1242204085.3740234,1242204087.3740234,0.22623391,1541999,26.100535999999998,1242204085.366211,1242204087.366211,0.22623391,1738584,116.51465,38.86618,155.38083,56.92354624788479,0.33357334,0.9129966999999999,0.9129966999999999,26.0,32107,123.73049926757812,28.39360046386719,1242204087.3716538,0.960381805896759,0.4486362934112549,897.7125854492188,0.9110857248306274,3.9679579734802246,1.4614119529724119,5.429209232330322,0.08809571713209152
616,2.4615503e-07,52297.207,10.754812,17.61643389566419,0.0,7.6440625,1242206390.1513672,1242206392.1513672,0.18616992,8852355,15.871579999999998,1242206390.1445312,1242206392.1445312,0.18616992,9985904,68.746605,43.74673,112.49333,47.499906677355966,0.63634753,0.25453323,0.25453323,25.3,24393,57.66780090332031,65.14102935791016,1242206392.1472485,0.9019501209259032,0.09618669003248216,1777.5360107421875,0.460634708404541,3.9258840084075928,5.332161903381348,6.070047855377197,0.3993307054042816
618,2.4615503e-07,52297.207,35.947475,87.04317501850423,0.0,48.227184,1242207187.3085938,1242207189.3085938,0.36184279999999996,4899149,72.46139000000001,1242207187.2998047,1242207189.2998047,0.36184279999999996,5528454,37.657284000000004,36.740047,74.39733000000001,32.3803658313734,0.9756425,0.23964532,0.23964532,25.3,30638,26.24563980102539,51.280799865722656,1242207189.299161,0.22305560111999512,0.2614207863807678,133.10249328613278,3.031511068344116,3.6126809120178223,4.982275009155273,0.0014665400376543405,-0.07051444798707962
619,6.4490545e-05,199.60766999999998,9.35379,11.360630288852517,0.0,9.221889,1242207373.4658206,1242207375.4658206,0.23890299,846916,6.634808500000001,1242207373.456543,1242207375.456543,0.23890299,955889,51.801888,50.247093,102.04898,44.4132119282822,0.9699858,0.5159015,0.5159015,25.8,32212,37.99834060668945,32.258140563964844,1242207375.4478388,0.4661028981208801,0.7346495985984802,1012.6400146484376,0.5487161874771118,3.9019579887390137,5.4498610496521,6.279465198516847,-0.6146448254585266
623,0.0015741521,8.171438,8.973574000000001,10.049180257441707,0.0,6.705360000000001,1242207982.798828,1242207984.798828,0.42852879999999993,9717212,7.4849296,1242207982.8017578,1242207984.8017578,0.42852879999999993,10958895,73.33266400000001,13.470919,86.80358000000001,25.651293902631437,0.18369602,-0.09510171,-0.09510171,23.4,416735,44.47994995117188,61.45766830444336,1242207984.813226,0.05568606033921242,0.19232480227947235,3322.2041015625,0.6465160846710205,5.963222026824951,6.0692548751831055,4.742673873901367,1.0252150297164917
631,2.4615503e-07,52297.207,13.193152,25.304851189345417,0.0,19.421146,1242210190.8637695,1242210192.8637695,0.23634120000000003,6360643,16.22204,1242210190.8701172,1242210192.8701172,0.23634120000000003,7175471,130.11755,15.559311,145.67686,35.57276572352304,0.119578876,0.23161554,0.23161554,23.1,60806,87.0191421508789,96.73544311523438,1242210192.86635,0.08147597312927246,0.5286387801170349,1591.3890380859375,2.5959489345550537,5.567514896392822,3.18835711479187,3.958631992340088,0.2805745899677277
645,2.4615503e-07,52297.207,14.877832000000001,30.4795675496425,0.0,19.823792,1242214178.7651367,1242214180.7651367,0.15036374,12912421,23.152134,1242214178.7670898,1242214180.7670898,0.15036374,14565053,80.82259,69.00973,149.83231999999998,64.97477075743953,0.853842,0.58163035,0.58163035,25.7,24392,55.60456085205078,87.31815338134766,1242214180.7716494,0.2904019951820373,0.3775024116039276,1011.6400146484376,1.3526639938354492,2.334650039672852,2.4836320877075195,4.967832088470459,0.6655799746513367
646,0.034097473999999996,0.37106797,8.61738,9.316256497196497,0.0,6.405613400000001,1242214987.899414,1242214989.899414,0.1759435,6757913,6.764669400000001,1242214987.8935547,1242214989.8935547,0.1759435,7622669,148.44905,51.069878,199.51892,73.76469052996245,0.34402293,0.890647,0.890647,25.5,24438,128.47109985351562,21.972209930419922,1242214989.8772082,0.7658805847167969,0.6218913197517395,2041.282958984375,0.32440420985221863,3.650376081466675,5.175526142120361,5.475133895874023,-1.3147050142288208
647,0.000108056236,119.12803999999998,9.287786500000001,11.679696659980086,0.0,7.1964564,1242215381.0825195,1242215383.0825195,0.44783697,5670854,9.199257000000001,1242215381.0751953,1242215383.0751953,0.44783697,6398585,65.100204,9.370024,74.47023,19.806023455084123,0.14393233,-0.83290005,-0.83290005,22.4,97395,18.049949645996094,78.51912689208984,1242215383.073751,0.5310925245285034,0.2602648138999939,384.4377136230469,1.6664040088653564,3.353888988494873,6.026730060577393,5.527099132537842,-1.0234450101852417
665,0.106031716,0.11485234,8.479542,15.742618400704913,0.0,6.5849133,1242237576.9042966,1242237578.9042966,0.17950933,3868570,14.299264,1242237576.8945312,1242237578.8945312,0.17950933,4365279,119.29606000000001,4.195973400000001,123.49203500000002,15.898183504488875,0.035172775,-0.7394170999999999,-0.7394170999999999,21.2,138422,57.64223861694336,121.79329681396484,1242237578.8966146,0.8328924179077148,0.4944800138473511,791.62158203125,0.5305731296539307,4.594832897186278,0.380136787891388,2.1163198947906494,-0.07806491106748581
666,2.4615503e-07,52297.207,13.784586,53.54775089752324,0.0,23.589148,1242237878.4770508,1242237880.4770508,0.15012656,8584997,48.071964,1242237878.4833984,1242237880.4833984,0.15012656,9684990,177.68732,15.093975,192.7813,39.8164977904505,0.08494683,0.20530987,0.20530987,22.4,86437,136.16360473632812,125.3499984741211,1242237880.4477713,0.12425660341978073,0.5909926295280457,904.6041870117188,2.336800098419189,3.182918071746826,4.6996049880981445,4.590203762054443,-0.16952170431613922
680,2.4615503e-07,52297.207,14.289682999999998,26.104508856864577,0.0,13.6829195,1242243690.0673828,1242243692.0673828,0.23791543,14442196,22.231129,1242243690.0620115,1242243692.0620115,0.23791543,16291639,51.465607,41.442642,92.90825,40.15761067424804,0.8052493000000001,0.1589026,0.1589026,25.2,24361,48.55107879638672,40.65821838378906,1242243692.0753412,0.7354711294174194,0.843342125415802,601.57421875,1.9540820121765137,5.536570072174072,0.3086636066436768,1.691169023513794,0.3589822947978973
693,2.4615503e-07,52297.207,33.024982,79.08363591563038,0.0,41.503372,1242247787.8608398,1242247789.8608398,0.23680045,13972079,67.31784,1242247787.864746,1242247789.864746,0.23680045,15761198,79.71831999999999,30.002990000000004,109.72131,41.60786394668561,0.37636253,0.33166462,0.33166462,24.9,24436,93.48831939697266,30.0900993347168,1242247789.8389378,0.6144617199897766,0.3092545866966248,293.91448974609375,2.0997860431671143,2.679563045501709,5.65297794342041,5.006083965301514,-0.4136609137058258
697,2.4615503e-07,52297.207,18.127028,40.54720751540377,0.0,27.82292,1242250382.3041992,1242250384.3041992,0.15180303,14785266,29.495103999999998,1242250382.298828,1242250384.298828,0.15180303,16677794,102.97341999999999,35.179363,138.15278999999998,50.97250035335218,0.34163538,0.20143563,0.20143563,24.6,24567,94.07093048095705,39.92010116577149,1242250384.2803962,0.16748060286045074,0.4866948127746582,389.0689086914063,1.1674100160598757,2.0010409355163574,3.936805009841919,3.8950119018554688,-1.3348180055618286
706,2.4615503e-07,52297.207,11.86187,21.907534376193592,0.0,11.334997999999999,1242253968.9555664,1242253970.9555664,0.15180303,14785236,18.74721,1242253968.965332,1242253970.965332,0.15180303,16677681,102.97341999999999,35.179363,138.15278999999998,50.97250035335218,0.34163538,0.20143563,0.20143563,24.6,24567,35.999610900878906,97.15486907958984,1242253970.946012,0.463749885559082,0.18003660440444946,864.848876953125,0.5491207838058472,2.5638349056243896,5.063776969909668,5.8984131813049325,0.3126296103000641
713,2.4615503e-07,52297.207,34.30019,57.10490571038621,0.0,37.2538,1242258385.614746,1242258387.614746,0.25797474,14603489,43.27961,1242258385.6152346,1242258387.6152346,0.25797474,16472991,97.66378,35.283015999999996,132.9468,49.847566945521315,0.36127022,0.9108081,0.9108081,26.1,24252,27.20376968383789,102.4458999633789,1242258387.6032796,0.3944399952888489,0.9495806097984314,323.24481201171875,2.8087658882141118,1.0148739814758299,4.427480220794678,1.2476890087127686,-0.6772848963737488
715,1.0,6.042781e-05,7.4591259999999995,7.351337965699646,0.0,4.512049,1242258888.159668,1242258890.159668,0.20400938,12464810,5.803756,1242258888.1567385,1242258890.1567385,0.20400938,14058248,59.46377,36.77943,96.2432,40.47999576990842,0.6185183000000001,-0.04822799,-0.04822799,25.0,24435,85.2452163696289,20.546649932861328,1242258890.1712232,0.1882718950510025,0.8446195125579834,3463.841064453125,0.8333960175514221,4.361958026885986,0.1526883989572525,2.694329023361206,0.9293794035911559
719,0.0147359595,0.8671399,8.718207000000001,12.10590234391208,0.0,6.15344,1242260272.0634766,1242260274.0634766,0.15180303,14785263,10.425355999999999,1242260272.0546875,1242260274.0546875,0.15180303,16677522,102.97341999999999,35.179363,138.15278999999998,50.97250035335218,0.34163538,0.20143563,0.20143563,24.6,24567,76.54268646240234,69.56040191650389,1242260274.056969,0.011297640390694141,0.2058970034122467,3156.4208984375,2.7821528911590576,3.5810580253601074,6.21724796295166,3.182387113571167,-0.002872708952054381
720,2.4615503e-07,52297.207,17.448982,39.73994347189278,0.0,28.112265,1242261169.4013672,1242261171.4013672,0.17039628,16223612,28.088496999999997,1242261169.4047852,1242261171.4047852,0.17039628,18299302,89.01921,30.259232,119.27843999999999,43.9432920144311,0.339918,0.018618103,0.018618103,24.4,27385,59.480369567871094,79.76110076904297,1242261171.4109135,0.4130044877529144,0.6480916738510132,910.6121215820312,2.4573869705200195,2.98116397857666,0.9454383850097656,1.741044998168945,0.2800236940383911
723,0.18662317,0.06232172,8.407689999999999,8.715520868728303,0.0,6.0030184,1242261969.6748047,1242261971.6748047,0.20696762,3320113,6.31855,1242261969.6791992,1242261971.6791992,0.20696762,3744976,58.757194999999996,27.544195000000002,86.30139,34.53433719964086,0.46877995,-0.50800395,-0.50800395,24.4,24509,66.01880645751953,36.01860046386719,1242261971.6649175,0.29175329208374023,0.028939759358763695,1169.9620361328125,1.3537830114364624,5.345634937286377,1.47359299659729,1.0041270256042478,-0.5807433724403381
729,4.9231e-07,26148.604,10.189060000000001,13.142624833275354,0.0,7.679564999999999,1242263469.7817385,1242263471.7817385,0.16244476,3538907,10.665499,1242263469.7768555,1242263471.7768555,0.16244476,3991911,108.56821000000001,65.65268,174.22089,73.03869893035771,0.6047137,0.8696235999999999,0.8696235999999999,25.9,24364,49.14836120605469,89.16381072998047,1242263471.7351582,0.05691312998533249,0.1308344006538391,1653.02294921875,1.091191053390503,5.7679290771484375,0.732194721698761,5.440049171447754,-1.2620090246200562
732,2.4615503e-07,52297.207,16.848902,42.34094600271781,0.0,24.608148999999997,1242264683.3286133,1242264685.3286133,0.15340163,11304286,34.455692,1242264683.3276367,1242264685.3276367,0.15340163,12749723,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,56.3438606262207,58.98057174682617,1242264685.3400776,0.670231819152832,0.4088321924209595,590.0067749023438,1.1883670091629028,4.452675819396973,2.996649980545044,2.5405309200286865,0.19509950280189514
744,2.4615503e-07,52297.207,11.571209,15.462867175791589,0.0,10.866947,1242281572.9833984,1242281574.9833984,0.37921533,8015659,11.000442,1242281572.9907227,1242281574.9907227,0.37921533,9043006,110.81696000000001,14.803735000000001,125.6207,32.29789987298241,0.13358726,0.47160497,0.47160497,23.7,422141,123.58260345458984,14.366600036621096,1242281574.991156,0.6125808954238892,0.4227383136749268,557.6143798828125,0.9350091814994812,4.038112163543701,5.507388114929199,2.690505027770996,0.2035266011953354
746,2.4615503e-07,52297.207,10.121827,11.635399803312815,0.0,6.662801700000001,1242282374.557129,1242282376.557129,0.3547174,3307140,9.538847,1242282374.5576172,1242282376.5576172,0.3547174,3730376,47.767635,37.159209999999995,84.92685,36.61939221506545,0.7779161,0.79375416,0.79375416,26.1,30262,62.74441146850586,23.42717933654785,1242282376.533699,0.9114984273910522,0.8207377791404724,1609.487060546875,1.3828339576721191,2.927510976791382,0.3255640864372253,1.7750899791717532,-1.0165090560913086
750,0.0009811847,13.113643,9.031609,11.076900681014624,0.0,8.00382,1242283187.4492188,1242283189.4492188,0.17545861,7706200,7.6574535,1242283187.455078,1242283189.455078,0.17545861,8693004,76.03556999999999,54.627377,130.66295,55.95331165173812,0.71844506,0.54737353,0.54737353,25.7,24360,86.90910339355469,34.55698013305664,1242283189.4538155,0.3423210978507996,0.048934228718280785,823.9951782226562,1.7218379974365234,0.8419982790946959,0.7703114151954651,2.605401992797852,1.3283859491348269
753,0.05150502,0.24344778,8.567396,9.825522503352301,0.0,5.034050499999999,1242284268.798828,1242284270.798828,0.44783697,5670656,8.437963499999999,1242284268.807129,1242284270.807129,0.44783697,6398424,65.100204,9.370024,74.47023,19.806023455084123,0.14393233,-0.83290005,-0.83290005,22.4,97395,52.49671173095703,63.12261962890625,1242284270.7916858,0.4512293934822082,0.043257318437099464,2716.447021484375,0.48942631483078,3.218743085861206,1.8593510389328003,1.6177860498428345,0.3985756933689117
758,1.7230839000000001e-06,7471.03,9.851738000000001,11.627667520801284,0.0,8.184741,1242286575.5664062,1242286577.5664062,0.41367126,10127530,8.259096000000001,1242286575.5732422,1242286577.5732422,0.41367126,11421626,38.429115,27.877979999999997,66.3071,28.421108114202642,0.7254390000000001,-0.06924021,-0.06924021,24.8,24257,47.69681930541992,42.336891174316406,1242286577.572365,0.286498486995697,0.8088036179542542,1543.7430419921875,0.9182595014572144,4.886147166871524e-07,2.2562880516052246,1.3714590072631836,1.2043910026550293
762,1.0,2.2986578e-05,7.2848559999999996,8.00484904942848,0.0,5.500869799999999,1242287585.684082,1242287587.684082,0.19881567,16272070,5.815328,1242287585.6884766,1242287587.6884766,0.19881567,18354621,81.17124,29.746313,110.91756000000001,41.7542938592631,0.3664637,0.08795148,0.08795148,24.6,24566,104.01730346679688,24.08489990234375,1242287587.6644795,0.22983169555664065,0.07770483940839767,1501.5880126953125,1.7998440265655518,2.4334070682525635,5.668707847595215,1.6697839498519895,-0.013803860172629356
763,0.1496968,0.07938482,8.437047,13.56471223907419,0.0,5.440934700000001,1242287768.2094727,1242287770.2094727,0.33539087,15419224,12.425685000000001,1242287768.2192385,1242287770.2192385,0.33539087,17393408,142.46516,1.5322613,143.99742,9.370309933487066,0.01075534,-0.53013444,-0.53013444,19.7,144368,77.70732879638672,146.2646942138672,1242287770.1987278,0.7583408951759338,0.6318532824516296,2310.60205078125,0.3642444908618927,3.107858896255493,5.8465728759765625,2.0336530208587646,0.372816413640976
767,2.4615503e-07,52297.207,11.099399,17.184308922388965,0.0,12.338856,1242288567.4887695,1242288569.4887695,0.34831905,854192,11.960481,1242288567.4873047,1242288569.4873047,0.34831905,964281,78.549515,13.782661,92.33218000000001,26.767964181439734,0.17546463,-0.21871527,-0.21871527,23.2,40456,56.07120895385742,64.27751159667969,1242288569.4765565,0.41669729351997375,0.7966163158416748,885.1375122070312,2.307943105697632,5.623945236206055,4.143525123596191,0.38896769285202026,0.4126847088336945
776,2.4615503e-07,52297.207,23.612999,65.00041815633232,0.0,33.14745,1242291387.1655273,1242291389.1655273,0.23791543,14442223,55.913334,1242291387.1606445,1242291389.1606445,0.23791543,16291990,51.465607,41.442642,92.90825,40.15761067424804,0.8052493000000001,0.1589026,0.1589026,25.2,24361,62.16379165649414,43.55118179321289,1242291389.1730554,0.7769749164581299,0.5230258107185364,474.77978515625,0.8520318269729614,1.825286030769348,5.11785888671875,5.074657917022705,0.24615980684757235
789,0.00018853700000000001,68.27311999999999,9.218736999999999,14.529061986765043,0.0,8.78421,1242295967.4067385,1242295969.4067385,0.24933946,11039806,11.572869,1242295967.3964846,1242295969.3964846,0.24933946,12450704,88.011894,10.579202,98.591095,24.133983996571136,0.12020195,-0.62715274,-0.62715274,22.4,97394,89.74482727050781,24.940370559692386,1242295969.3983064,0.568436324596405,0.43907588720321655,475.67559814453125,1.7572230100631714,2.3039801120758057,4.1549601554870605,5.77933406829834,-0.7111877799034119
800,4.1846274e-06,3076.3064,9.731591,15.003504225621727,0.0,11.240907,1242299276.0483398,1242299278.0483398,0.15340163,11304420,9.93716,1242299276.0551758,1242299278.0551758,0.15340163,12749728,74.59433,31.291078999999996,105.88541000000001,41.29605698982811,0.41948333,-0.32082778,-0.32082778,24.6,24539,87.7272720336914,37.15338134765625,1242299278.0540507,0.1853705942630768,0.5631462931632996,1114.844970703125,2.6253349781036377,0.8615105152130127,1.3041690587997437,3.993720054626465,0.4509961903095245
825,0.24769752,0.045230016,8.367878999999999,9.362625055966141,0.0,6.835283,1242308875.1230466,1242308877.1230466,0.19881567,16272000,6.398254,1242308875.119629,1242308877.119629,0.19881567,18354806,81.17124,29.746313,110.91756000000001,41.7542938592631,0.3664637,0.08795148,0.08795148,24.6,24566,48.86141967773438,74.25007629394531,1242308877.1100798,0.6429330110549927,0.5124040246009827,807.0159301757812,1.3252990245819092,2.9789209365844727,5.131762981414795,1.7211970090866089,0.3686721920967102
829,2.4615503e-07,52297.207,18.062529,41.214532715265,0.0,17.866257,1242310868.546875,1242310870.546875,0.22498854,13406594,37.14074,1242310868.540039,1242310870.540039,0.22498854,15122614,46.476807,34.236717,80.71352399999999,34.645575207086395,0.73664093,-0.46697938,-0.46697938,24.8,24472,44.146751403808594,43.09796142578125,1242310870.551943,0.8457288146018982,0.19609850645065308,356.23260498046875,2.158761978149414,2.2784810066223145,6.0375189781188965,0.5998480916023254,0.26645129919052124
830,0.25013795,0.044719487,8.3664665,8.468582997626672,0.0,6.388332,1242310984.9101562,1242310986.9101562,0.27694157,14807463,5.5593265999999995,1242310984.9091794,1242310986.9091794,0.27694157,16702674,51.830166,44.770115000000004,96.60028,41.91281272204329,0.8637849,0.6642515,0.6642515,26.0,32869,14.693610191345215,53.67470932006836,1242310986.8881054,0.981866717338562,0.14831039309501648,1588.780029296875,0.24196580052375796,2.879996061325073,4.195000171661377,4.456082820892334,-1.222393035888672
849,2.4615503e-07,52297.207,19.913535999999997,26.005283181387377,0.0,17.511993,1242326887.4311526,1242326889.4311526,0.35879886,7675026,19.22511,1242326887.4379885,1242326889.4379885,0.35879886,8657951,67.55559000000001,28.36885,95.92444,37.42104904225882,0.41993344,0.87201273,0.87201273,26.1,24082,70.41162109375,32.38029098510742,1242326889.4305832,0.9414585828781128,0.9815065860748292,459.90020751953125,1.5097880363464355,5.5686678886413565,0.6894636154174805,5.919310092926025,-0.033604510128498084
856,0.01622468,0.7869804,8.706281,10.729643743789648,0.0,7.3549093999999995,1242329766.682129,1242329768.682129,0.15186918,8729252,7.812206,1242329766.6879885,1242329768.6879885,0.15186918,9847561,96.17069000000001,14.063579999999998,110.23427,29.527035268304548,0.1462356,-0.64161783,-0.64161783,22.9,97393,10.189629554748537,90.5162124633789,1242329768.6884358,0.5820381045341492,0.8414196968078613,201.82260131835938,2.0116400718688965,5.499794960021973,1.8121370077133176,5.986813068389893,0.22995179891586304
862,2.4615503e-07,52297.207,32.007126,59.29861325651068,0.0,33.15545,1242331168.2192385,1242331170.2192385,0.3467245,12649799,49.163418,1242331168.2260742,1242331170.2260742,0.3467245,14267398,62.43789,30.282001,92.719894,37.37189250927648,0.484994,0.7654023,0.7654023,25.8,24122,69.95034027099611,21.034709930419922,1242331170.2076757,0.7710428833961487,0.9274073243141174,235.9039001464844,2.2889060974121094,6.115945816040039,2.4421510696411133,4.585669040679932,0.539276123046875
868,0.00030198664,42.622013,9.167419,11.400847162660943,0.0,6.826215299999999,1242333287.069336,1242333289.069336,0.16244476,3539032,9.13138,1242333287.0717773,1242333289.0717773,0.16244476,3991989,108.56821000000001,65.65268,174.22089,73.03869893035771,0.6047137,0.8696235999999999,0.8696235999999999,25.9,24364,83.34475708007812,60.68254089355469,1242333289.031414,0.4635721147060394,0.6246811151504517,5135.44091796875,2.520236015319824,5.8567399978637695,4.6826581954956055,4.83999490737915,-0.2609165906906128
869,2.4615503e-07,52297.207,11.781269,16.138949299191225,0.0,8.217429,1242333383.019043,1242333385.019043,0.38967076,14184439,13.890267999999999,1242333383.015625,1242333385.015625,0.38967076,16000456,56.534572999999995,19.991516,76.52609,28.51898096826995,0.35361576,-0.085335575,-0.085335575,24.2,24399,27.57308006286621,53.31843185424805,1242333385.0197918,0.3145856857299805,0.0655108168721199,904.7451171875,0.8869192004203796,0.3462803065776825,0.8243607878684998,3.1505990028381348,0.5868123769760132
886,2.4615503e-07,52297.207,17.887053,24.334155689248416,0.0,15.681425,1242342069.9526367,1242342071.9526367,0.35331225,13911501,18.607634,1242342069.9536133,1242342071.9536133,0.35331225,15692064,56.692905,33.255314,89.94821999999999,37.53490710758557,0.5865869,0.8735917999999999,0.8735917999999999,26.2,24081,27.50225067138672,55.76647186279297,1242342071.9353206,0.24135540425777435,0.9233329892158508,819.9638061523438,2.552906990051269,2.402919054031372,0.08664456754922867,0.7024831771850586,-0.8803555965423584
887,2.4615503e-07,52297.207,14.700003,22.919919149760442,0.0,7.333789299999999,1242342278.1391602,1242342280.1391602,0.20470105,7834862,21.714931,1242342278.147461,1242342280.147461,0.20470105,8837781,111.08501000000001,47.38429,158.4693,62.05615480377228,0.42655882,0.9316120999999999,0.9316120999999999,26.2,24297,33.96038818359375,118.4635009765625,1242342280.1159196,0.20390330255031586,0.8187394738197327,1229.779052734375,2.695190906524658,0.8371062278747559,6.08241081237793,6.1521849632263175,0.0988643616437912
893,2.4615503e-07,52297.207,14.60145,96.7814215228797,0.0,55.287918000000005,1242344279.5317385,1242344281.5317385,0.22377725,13979498,79.434814,1242344279.5292966,1242344281.5292966,0.22377725,15769854,129.79343,7.167147,136.96057,22.58605068799467,0.055219647000000004,-0.26688746,-0.26688746,21.7,130503,53.983558654785156,126.9478988647461,1242344281.5109606,0.7705947756767273,0.09623561054468156,290.3612060546875,0.7702597975730896,4.07650089263916,2.9759960174560547,4.744748115539551,-0.08861733227968216
897,2.4615503e-07,52297.207,13.028036,39.70446751638824,0.0,21.693323,1242346487.5419922,1242346489.5419922,0.27706918,7207849,33.25424,1242346487.5454102,1242346489.5454102,0.27706918,8131931,146.50916999999998,3.6647902,150.17397,15.945179988368693,0.025014067,-0.26668277,-0.26668277,20.7,134724,58.61756134033203,128.18960571289062,1242346489.5567665,0.8107708096504211,0.9293110966682434,525.7230834960939,1.2032649517059326,2.6889779567718506,1.150272011756897,1.9143999814987185,0.6447963714599609
900,2.4615503e-07,52297.207,20.290036999999998,108.05361601982604,0.0,59.346848,1242347272.8798828,1242347274.8798828,0.43077698,13942429,90.29693,1242347272.8769534,1242347274.8769534,0.43077698,15727082,38.244385,28.340288,66.58466999999999,28.59619897356431,0.74103135,0.061858192,0.061858192,24.9,24214,29.656339645385746,37.952308654785156,1242347274.8912208,0.9910212755203248,0.8711460828781128,162.7227020263672,2.1957559585571294,2.1384611129760738,3.403038024902344,2.372533082962036,0.09341002255678177
911,2.4615503e-07,52297.207,19.710669,46.43619778694432,0.0,23.351698000000003,1242350766.678711,1242350768.678711,0.44783697,5670729,40.137496999999996,1242350766.6811526,1242350768.6811526,0.44783697,6398559,65.100204,9.370024,74.47023,19.806023455084123,0.14393233,-0.83290005,-0.83290005,22.4,97395,73.29499053955078,11.234399795532227,1242350768.6626828,0.5783565044403076,0.3026478886604309,197.65960693359372,2.6317150592803955,4.802852153778076,0.054785370826721184,5.590052127838135,0.09276241064071657
912,0.0006262684,20.549001999999998,9.093427,10.02049816663548,0.0,5.149603,1242351070.0893555,1242351072.0893555,0.2798987,10837993,8.596044000000001,1242351070.097168,1242351072.097168,0.2798987,12224765,136.86359,30.571398,167.43498,53.480158558801854,0.22337129999999997,0.9977360999999999,0.9977360999999999,26.8,423731,22.702800750732425,107.0531005859375,1242351072.0695775,0.7928357124328613,0.9284273982048036,2990.259033203125,0.4576070904731751,1.2681280374526978,5.323357105255127,0.08671242743730545,0.5696535706520081
928,2.4615503e-07,52297.207,20.899519,32.78634027753632,0.0,19.86862,1242358374.352539,1242358376.352539,0.30514008,1230269,26.0803,1242358374.3554688,1242358376.3554688,0.30514008,1387101,124.39873999999999,23.522251,147.92099,44.23550205547425,0.18908753,0.8380398000000001,0.8380398000000001,25.1,51286,17.867290496826172,115.01509857177734,1242358376.3661444,0.6041393280029297,0.7561907768249512,993.2946166992188,0.4635719060897827,5.45090389251709,1.6956679821014404,2.9822840690612797,0.8807849884033203
929,2.4615503e-07,52297.207,11.217369,20.916385291984106,0.0,13.69406,1242358990.224121,1242358992.224121,0.4431482,14024159,15.810373,1242358990.2226562,1242358992.2226562,0.4431482,15820673,197.59566,5.143309599999999,202.73897,22.02036896714656,0.026029467999999997,0.40091702,0.40091702,21.0,120374,100.63580322265624,140.55439758300778,1242358992.1864312,0.3077738881111145,0.6383535861968994,2054.7529296875,2.805095911026001,2.9572529792785645,1.0514650344848633,1.3887410163879397,-1.1169660091400146
941,2.4615503e-07,52297.207,16.797455,37.07858793792753,0.0,18.9587,1242366083.8520508,1242366085.8520508,0.15180303,14785302,31.865175,1242366083.8564453,1242366085.8564453,0.15180303,16677612,102.97341999999999,35.179363,138.15278999999998,50.97250035335218,0.34163538,0.20143563,0.20143563,24.6,24567,67.42324829101561,94.5348892211914,1242366085.82742,0.73301762342453,0.07550446689128876,945.1262817382812,2.2009270191192627,5.282083034515381,4.689493179321289,1.5841909646987915,-0.5914524793624878
948,4.9231e-07,26148.604,10.820867,18.164066174446788,0.0,11.453741,1242368070.2504885,1242368072.2504885,0.16264963,5505622,14.097698999999999,1242368070.2524414,1242368072.2524414,0.16264963,6212130,63.205740000000006,45.725563,108.93130500000001,46.67870681556573,0.72344,-0.01178542,-0.01178542,25.2,24434,67.94481658935547,66.57511901855469,1242368072.2342727,0.909835696220398,0.6154515147209167,1006.7830200195312,0.7490286827087402,3.680193901062012,5.073584079742432,0.2542527914047241,0.461232602596283
