,fap,ifar,stat,snr,timeslide_value,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
124,1.0,2.7979304e-06,6.7141314,7.1313276,0.0,4.824747,1241775068.0996094,1241775070.0996094,3.8991299,4854066,5.2514424,1241775068.0893555,1241775070.0893555,3.8991299,4302111,38.774082,3.14678,41.92086,8.459772897037256,0.08115679,0.21476877,0.21476877,23.8,342761,90.04927062988281,8.4417724609375,1241775068.8428075,0.6758595705032349,0.5603553056716919,1229.8330078125,1.5286550521850586,5.907752990722656,1.8026260137557983,2.802440881729126,-0.08675366640090942
125,1.0,2.1759054e-06,6.567746,7.5652413,0.0,4.8541827,1241775177.9042969,1241775179.9042969,5.028924,7177241,5.8025675,1241775177.913086,1241775179.913086,5.028924,6362081,12.682797,5.352217,18.035015,7.044107438390766,0.42200604,-0.8131558,-0.8131558,24.2,19263,6.668791770935059,11.834939956665039,1241775178.3990355,0.3675132989883423,0.13235339522361755,1187.052001953125,1.704300045967102,2.873344898223877,3.34157395362854,3.310715913772583,1.3817980289459229
126,1.0,0.00013381835,7.5908694,8.701711,0.0,7.2170973,1241775685.5009766,1241775687.5009766,2.1420395,5325168,4.861407,1241775685.4990234,1241775687.4990234,2.1420395,4719383,75.01736,2.442034,77.45939,9.548458478795231,0.03255292,-0.41509667,-0.41509667,21.1,97778,71.81712341308594,2.5002260208129883,1241775687.475031,0.4801639914512634,0.9650620222091675,306.4009094238281,1.0878779888153076,6.135808944702148,1.1088229417800903,1.5997159481048584,-0.7438734173774719
127,1.0,9.778129e-07,5.656854,5.886891,0.0,4.2449636,1241776073.8286133,1241776075.8286133,3.9916525,18209227,4.0786967,1241776073.838379,1241776075.838379,3.9916525,16143910,97.042915,1.5723927,98.61531,8.15316151026955,0.016203064,0.34581852,0.0,21.8,120627,18.495960235595703,25.92626953125,1241776077.6628346,0.8643906116485596,0.3146314024925232,2453.511962890625,1.1832300424575806,5.983936786651611,4.028345108032227,3.0596790313720703,-0.30506739020347595
128,2.4615503e-07,52297.207,10.070714,15.802155,0.0,13.822951,1241776281.6323242,1241776283.6323242,0.2363412,7175594,7.6572914,1241776281.6362305,1241776283.6362305,0.2363412,6360730,130.11755,15.559311,145.67686,35.57276572352304,0.119578876,0.23161554,0.23161554,23.1,60806,143.93569946289062,18.307369232177734,1241776283.639992,0.24182699620723724,0.6057916283607483,1095.7869873046875,2.397994041442871,1.3295680284500122,1.5990279912948608,5.715855121612549,0.7827935814857483
129,0.004517786,2.843012,8.855659,11.982585,0.0,10.596807,1241776384.1132812,1241776386.1132812,0.63485533,11786084,5.593749,1241776384.1113281,1241776386.1113281,0.63485533,10448031,153.45287,1.9420328,155.3949,11.123759448073956,0.0126555655,-0.14926262,0.0,19.8,138413,132.70919799804688,130.60769653320312,1241776386.09085,0.950293779373169,0.3466590940952301,2260.030029296875,2.37321400642395,4.088403224945068,2.6726560592651367,1.2489980459213257,0.4817788898944855
130,1.0,1.4135687e-06,6.1463666,6.8195844,0.0,4.7869344,1241776788.7114258,1241776790.7114258,6.467335,8940710,4.8571587,1241776788.7041016,1241776790.7041016,6.467335,7925638,20.644238,2.9581776,23.602415,6.264732953250711,0.14329314,0.6229136,0.6229136,25.1,46173,39.94334030151367,43.6444091796875,1241776788.9816053,0.5124683976173401,0.7467200756072998,4906.94189453125,1.4081530570983887,3.877408981323242,2.7993180751800537,3.955617904663086,-0.20465490221977234
131,2.4615503e-07,52297.207,15.115159,16.921196,0.0,14.60099,1241776878.9702148,1241776880.9702148,3.4275947,7241687,8.552071,1241776878.9667969,1241776880.9667969,3.4275947,6419489,15.744345,7.06714,22.811485,9.040454475064854,0.44886848,0.41106772,0.41106772,25.2,18434,4.463342189788818,28.039670944213867,1241776880.9505544,0.8073462247848511,0.5830727219581604,632.7861938476562,0.3148810863494873,0.6205446124076843,4.331628799438477,2.576267957687378,-0.7448297739028931
132,2.4615503e-07,52297.207,11.597482,15.94411,0.0,9.947162,1241777970.2739258,1241777972.2739258,0.23680045,15761252,12.460682,1241777970.28125,1241777972.28125,0.23680045,13972177,79.71832,30.00299,109.72131,41.607863946685605,0.37636253,0.33166462,0.33166462,24.9,24436,65.5560531616211,42.54410171508789,1241777972.2572525,0.8455520868301392,0.9438117742538452,1109.5489501953125,1.5433239936828613,4.406846046447754,1.149062991142273,0.5153481960296631,-0.8036214709281921
133,1.0,2.0973523e-06,6.5425024,6.858239,0.0,4.829574,1241778880.6357422,1241778882.6357422,5.9063683,411971,4.869359,1241778880.6386719,1241778882.6386719,5.9063683,364943,88.571205,1.370395,89.9416,7.239204734885931,0.01547224,0.81437135,0.0,23.8,55966,24.605670928955078,7.03571081161499,1241778883.2620702,0.8500118255615234,0.9377331137657166,1319.636962890625,1.8331609964370728,4.883049011230469,5.2978057861328125,3.997199058532715,1.134889006614685
134,2.4615503e-07,52297.207,10.8581,11.489319,0.0,8.645048,1241778966.309082,1241778968.309082,14.431011,13843685,7.5675354,1241778966.3095703,1241778968.3095703,14.431011,12274627,7.0148044,2.815387,9.830192,3.791576344469196,0.40134934,-0.38219187,-0.38219187,24.9,342714,2.998444080352783,6.508666038513184,1241778968.289156,0.0024560869205743074,0.6157389283180237,320.1893005371094,1.14102303981781,2.4112980365753174,3.4190618991851807,1.8087929487228394,-0.7091192007064819
135,1.0,1.6260989e-06,6.3183084,7.7038727,0.0,5.6647525,1241779074.6982422,1241779076.6982422,1.0992751,11730692,5.221133,1241779074.6923828,1241779076.6923828,1.0992751,10399666,25.213963,13.673823,38.887787,16.016071458628222,0.54231155,-0.7016034,-0.7016034,24.0,23869,21.226470947265625,38.46575164794922,1241779076.6746187,0.8725007772445679,0.04463404044508934,3802.0830078125,2.5181329250335693,1.2367260456085205,4.865743160247803,2.275604009628296,-0.46568161249160767
136,1.0,9.77808e-07,5.656854,6.695346,0.0,4.785826,1241779381.1728516,1241779383.1728516,2.8265545,2388898,4.682256,1241779381.1767578,1241779383.1767578,2.8265545,2118921,15.698606,8.626753,24.32536,10.041837989489242,0.54952353,0.062616006,0.062616006,24.9,20284,82.6804428100586,32.88119125366211,1241779383.9210994,0.8926233053207397,0.17505550384521484,7564.591796875,0.6801571249961853,3.3025929927825928,2.968559980392456,2.747330904006958,-0.08383601903915405
137,1.0,2.3525215e-06,6.61891,7.3910527,0.0,4.862147,1241779468.034668,1241779470.034668,8.754311,1410856,5.5666137,1241779468.0454102,1241779470.0454102,8.754311,1251716,34.193424,1.5731016,35.766525,5.342250832325668,0.046005968,0.7380249,0.0,24.8,408058,7.300466060638428,3.718013048171997,1241779468.9541745,0.4646894931793213,0.0018944289768114686,246.18690490722656,1.590296983718872,0.3927187919616699,4.404745101928711,5.5455641746521,0.509503185749054
138,1.0,4.071723e-06,6.8689976,7.7530565,0.0,5.9754,1241779971.2641602,1241779973.2641602,0.5367912,17338068,4.940089,1241779971.2675781,1241779973.2675781,0.5367912,15370343,55.99479,19.48566,75.48045,27.999530682598763,0.3479906,0.68161607,0.68161607,25.4,31616,102.73880004882812,12.306889533996582,1241779973.274687,0.7602170705795288,0.5956767201423645,1367.238037109375,1.2263439893722534,5.213006973266602,3.4267380237579346,5.6347880363464355,0.18148919939994812
139,2.4615503e-07,52297.207,14.101689,16.431555,0.0,14.085536,1241780167.21875,1241780169.21875,3.4302106,3318816,8.461303,1241780167.2226562,1241780169.2226562,3.4302106,2941588,36.345158,3.203318,39.548477,8.321507830622874,0.08813604,-0.7507855,-0.7507855,22.5,106207,45.89957046508789,2.765099048614502,1241780169.2229114,0.36059990525245667,0.8798999190330505,131.20669555664062,2.0378379821777344,1.8761639595031738,5.370920181274414,0.41509801149368286,0.5178343057632446
140,1.0,1.7017909e-06,6.366548,6.7543926,0.0,4.8747687,1241780284.8125,1241780286.8125,4.1745205,1561166,4.675302,1241780284.8203125,1241780286.8203125,4.1745205,1384513,97.97221,1.8354349,99.80765,8.975783757034906,0.018734239,0.99763936,0.0,25.4,102401,6.369491100311279,95.5744400024414,1241780287.1708655,0.9889395236968994,0.5294948816299438,3278.589111328125,1.2916760444641113,0.6629077196121216,3.907089948654175,5.248846054077148,0.22856159508228302
141,2.4615503e-07,52297.207,62.926662,83.145164,0.0,53.08454,1241780386.3500977,1241780388.3500977,7.7187047,5612180,63.993355,1241780386.3564453,1241780388.3564453,7.7187047,4973785,7.476872,5.443221,12.920094,5.5397787863074495,0.7280078,-0.05613626,-0.05613626,25.0,24993,13.655750274658203,3.3185880184173584,1241780388.3377128,0.22833949327468872,0.7166513204574585,81.51338958740234,0.05753815919160843,1.9750310182571411,4.5001540184021,0.9829483032226562,-0.888174295425415
142,2.4615503e-07,52297.207,32.82765,37.309757,0.0,30.874035,1241780890.8896484,1241780892.8896484,4.2724156,5617172,20.947838,1241780890.8891602,1241780892.8891602,4.2724156,4978447,13.922661,6.0216675,19.944328,7.836091978545984,0.43250838,-0.3524083,-0.3524083,24.5,17984,4.095995903015137,23.42160987854004,1241780892.8964355,0.16294580698013306,0.17722779512405396,132.222900390625,2.9226980209350586,2.467391014099121,5.911993980407715,4.49420690536499,-0.32023099064826965
143,7.384649e-07,17432.402,9.981116,10.722828,0.0,7.797447,1241781473.947754,1241781475.947754,11.106683,6021685,7.360629,1241781473.9433594,1241781475.9433594,11.106683,5337182,5.1032495,5.0465417,10.149792,4.417870494894508,0.9888879,-0.3960149,-0.3960149,25.0,34092,4.695804119110107,5.535952091217041,1241781475.9400167,0.7009776830673218,0.07420534640550613,189.42990112304688,2.3666539192199707,3.5439999103546143,4.822455883026123,1.936561942100525,0.6150302290916443
144,2.4615503e-07,52297.207,10.425444,14.33747,0.0,10.681095,1241782066.630371,1241782068.630371,0.44783697,6398544,9.564374,1241782066.6259766,1241782068.6259766,0.44783697,5670842,65.100204,9.370024,74.47023,19.80602345508412,0.14393233,-0.83290005,-0.83290005,22.4,97395,69.0672378540039,17.323360443115234,1241782068.6384892,0.997231125831604,0.004106174223124981,667.47412109375,2.355072021484375,4.284547805786133,1.9240399599075317,4.296593189239502,0.11362209916114807
145,2.4615503e-07,52297.207,11.998627,14.109252,0.0,9.603291,1241782689.2490234,1241782691.2490234,1.8198206,4662314,10.336721,1241782689.243164,1241782691.243164,1.8198206,4132284,52.288998,5.212866,57.50186,12.863398808329695,0.09969336,0.13292192,0.13292192,23.4,38821,53.56005859375,4.889021873474121,1241782691.259686,0.15271879732608795,0.5639619827270508,506.4298095703125,0.9415510296821594,3.987847089767456,5.222415924072266,4.525323867797852,0.9205005168914795
146,1.0,9.778129e-07,5.656854,6.491538,0.0,4.7256107,1241782980.6884766,1241782982.6884766,13.020485,11760844,4.4506936,1241782980.696289,1241782982.696289,13.020485,10425990,13.892285,1.8756917,15.767977,4.0738580177611565,0.13501678,0.49394307,0.0,25.1,148018,25.75897979736328,35.35087966918945,1241782981.11775,0.9566166996955872,0.659307599067688,1967.137939453125,1.8896150588989258,2.901884078979492,4.1772332191467285,5.205420970916748,1.4694440364837646
147,1.0,1.5599879e-06,6.271791,6.2187366,0.0,4.169915,1241783081.359375,1241783083.359375,11.846488,11141923,4.6135116,1241783081.3642578,1241783083.3642578,11.846488,9880084,32.114082,1.0452838,33.159367,4.087300762694628,0.03254908,-0.9739134,0.0,22.1,179292,11.089550018310547,2.9497671127319336,1241783081.4190574,0.5165380239486694,0.18897630274295807,831.8474731445312,0.788755476474762,3.04148006439209,2.1290769577026367,2.87231707572937,-0.027000730857253075
148,1.0,3.3269005e-06,6.7917,6.9532275,0.0,4.5748234,1241783374.6748047,1241783376.6748047,14.260327,12650684,5.2362547,1241783374.6713867,1241783376.6713867,14.260327,11216460,29.571625,1.0253481,30.596973,3.907618977685668,0.034673378,0.041495346,0.0,23.7,413937,2.9531641006469727,8.123395919799805,1241783378.2511287,0.12698380649089813,0.07954569905996323,704.8737182617188,1.4955120086669922,1.8895690441131592,0.7874746918678284,3.690484046936035,-0.027252469211816788
149,2.4615503e-07,52297.207,12.642324,20.849401,0.0,14.393488,1241783783.284668,1241783785.284668,0.15291359,11925765,15.083932,1241783783.2890625,1241783785.2890625,0.15291359,10571734,120.86779,59.122604,179.99039,72.67559858001717,0.48915103,0.765737,0.765737,25.4,24397,117.82820129394531,42.422630310058594,1241783785.2539027,0.6349601745605469,0.6583619713783264,1206.93701171875,1.814993977546692,2.5625600814819336,3.3856239318847656,1.432723045349121,-1.178745985031128
150,1.0,1.7807549e-06,6.408774,7.1385593,0.0,5.0412464,1241784481.7739258,1241784483.7739258,4.0230827,6796810,5.054193,1241784481.7817383,1241784483.7817383,4.0230827,6023694,13.215024,6.7316713,19.946695,8.119706384907618,0.5093953,-0.1303899,-0.1303899,24.8,17895,5.831689834594727,4.46269416809082,1241784482.4677281,0.2888619899749756,0.5250900983810425,929.7064819335938,1.302644968032837,3.7027881145477295,2.508241891860962,3.977001905441284,-0.4608471989631653
151,2.4615503e-07,52297.207,10.700513,11.89503,0.0,9.861216,1241784570.9609375,1241784572.9609375,1.0426487,16924685,6.651928,1241784570.9667969,1241784572.9667969,1.0426487,15003552,38.158367,12.926036,51.084404,18.800760593797843,0.33874708,0.71422964,0.71422964,25.4,34166,10.093199729919434,47.853050231933594,1241784572.974199,0.07924793660640717,0.7351484894752502,518.7996215820312,1.7636719942092896,3.7588961124420166,1.6194490194320679,0.09014801681041718,0.4653269946575165
152,1.0,9.77808e-07,5.656854,6.394641,0.0,4.6251187,1241784975.0004883,1241784977.0004883,6.7120156,242586,4.415848,1241784975.0078125,1241784977.0078125,6.7120156,213493,23.39247,2.6115057,26.003975,6.145713140944102,0.11163874,0.99392134,0.99392134,25.6,415794,6.2971320152282715,71.83350372314453,1241784977.5024004,0.9705172777175903,0.7926948070526123,3393.72509765625,0.7239524722099304,6.147329807281494,6.122616767883301,1.9497790336608887,0.9112911224365234
153,0.9999971,0.0010098647,7.883765,8.166666,0.0,6.1178317,1241785085.1142578,1241785087.1142578,3.514396,10367583,5.409858,1241785085.1123047,1241785087.1123047,3.514396,9191742,11.335216,9.332319,20.667534,8.945278930287952,0.8233032,0.89812434,0.89812434,25.7,34580,28.918649673461914,4.279778003692627,1241785087.0961719,0.9756047129631042,0.6942836046218872,1051.2249755859375,1.8372039794921875,4.600442886352539,2.597395896911621,2.9300711154937744,-0.8082085847854614
154,1.0,1.1735837e-06,5.8111544,6.722373,0.0,4.81645,1241785867.3857422,1241785869.3857422,4.6611886,5989157,4.6895742,1241785867.3876953,1241785869.3876953,4.6611886,5308403,66.61675,2.037213,68.65397,8.170315431238983,0.030581092,0.90877724,0.90877724,24.8,54486,14.709059715270996,12.261489868164062,1241785870.5810654,0.3392604887485504,0.8693246841430664,2056.27197265625,2.2677559852600098,3.580177068710327,1.1560510396957397,3.569819927215576,-0.854853093624115
155,1.0,0.0004530472,7.7714157,7.432679,0.0,5.4289365,1241786087.1601562,1241786089.1601562,1.4306839,12647028,5.076551,1241786087.1635742,1241786089.1635742,1.4306839,11213111,81.51682,5.3448815,86.8617,15.694429285935223,0.065567836,0.56278944,0.56278944,23.6,84005,57.92341995239258,6.1090240478515625,1241786089.1432948,0.35412371158599854,0.8475077152252197,821.7597045898438,0.9607737064361572,5.500805854797363,1.8526060581207275,1.7182509899139404,-0.26673799753189087
156,2.4615503e-07,52297.207,13.9506855,34.07091,0.0,30.644962,1241786188.2861328,1241786190.2861328,0.15186918,9847605,14.890042,1241786188.2763672,1241786190.2763672,0.15186918,8729340,96.17069,14.06358,110.23427,29.527035268304545,0.1462356,-0.64161783,-0.64161783,22.9,97393,29.902769088745117,96.00985717773438,1241786190.2732337,0.2034222036600113,0.6348080039024353,230.87759399414062,1.2727349996566772,0.08952899277210236,2.5103750228881836,3.150036096572876,0.4563677906990051
157,2.4615503e-07,52297.207,12.413554,22.086983,0.0,14.865222,1241786672.7163086,1241786674.7163086,0.2657661,8441620,16.33585,1241786672.7192383,1241786674.7192383,0.2657661,7482901,69.51774,24.940777,94.45851,35.34721028474134,0.35876852,0.025629552,0.025629552,24.4,24473,60.89093017578125,45.917240142822266,1241786674.6928008,0.44071638584136963,0.28383609652519226,1684.6629638671875,0.6214625239372253,5.1285881996154785,3.0187160968780518,2.38006591796875,-1.1717820167541504
158,2.4615503e-07,52297.207,10.176793,10.783297,0.0,8.043665,1241786780.8237305,1241786782.8237305,12.434266,7592695,7.1818485,1241786780.8295898,1241786782.8295898,12.434266,6731070,22.875757,1.417835,24.293592,4.260909940952612,0.061979808,0.9037934,0.0,25.3,115883,2.9706270694732666,8.40625286102295,1241786782.8163705,0.8552762269973755,0.9869787096977234,312.0426025390625,1.7032599449157715,0.000605961075052619,5.967267036437988,1.205562949180603,-1.2368409633636475
159,1.0,9.778129e-07,5.656854,6.464042,0.0,4.357454,1241787376.5673828,1241787378.5673828,8.190359,8003075,4.7745614,1241787376.5581055,1241787378.5581055,8.190359,7093800,6.850118,5.55738,12.407498,5.365424129563926,0.8112824,0.97576857,0.97576857,25.6,26786,3.0327420234680176,25.484209060668945,1241787379.0795655,0.4545992910861969,0.8405269980430603,1298.68896484375,0.444582998752594,3.4551138877868652,4.333804130554199,4.764718055725098,0.9054579138755798
160,2.4615503e-07,52297.207,15.196505,17.589869,0.0,11.662691,1241787490.3823242,1241787492.3823242,0.45776832,14021814,13.167579,1241787490.3735352,1241787492.3735352,0.45776832,12432439,40.081116,31.529835,71.61095,30.903026230168976,0.7866506,0.7926991,0.7926991,26.1,31764,34.08681869506836,32.16067886352539,1241787492.3770585,0.8568307757377625,0.269701212644577,1220.1629638671875,2.6334030628204346,0.18407690525054932,3.6468379497528076,3.583261013031006,1.019191026687622
161,0.0010633164,12.100234,9.022128,11.934619,0.0,10.023504,1241787872.0600586,1241787874.0600586,0.2363412,7175411,6.4779997,1241787872.059082,1241787874.059082,0.2363412,6360572,130.11755,15.559311,145.67686,35.57276572352304,0.119578876,0.23161554,0.23161554,23.1,60806,136.63119506835938,9.9137544631958,1241787874.0526934,0.2823542058467865,0.9305570721626282,372.41571044921875,2.285733938217163,3.605492115020752,0.29556649923324585,1.4920259714126587,0.48769229650497437
162,1.0,9.778129e-07,5.656854,5.7614307,0.0,4.081391,1241788386.4018555,1241788388.4018555,16.300728,2441557,4.066489,1241788386.4121094,1241788388.4121094,16.300728,2165441,20.44435,1.157501,21.60185,3.610427312910625,0.05661716,0.7381005,0.0,25.1,387298,9.772439002990723,94.90959930419922,1241788390.3092482,0.023096920922398567,0.3521476984024048,2817.80908203125,2.1704800128936768,4.378478050231934,3.3557960987091064,6.097902774810791,0.09084401279687881
163,2.4615503e-07,52297.207,19.333054,21.612274,0.0,18.733265,1241788467.1342773,1241788469.1342773,8.141503,14526286,10.777533,1241788467.1411133,1241788469.1411133,8.141503,12878090,7.110582,5.378771,12.489353,5.373347444834109,0.75644594,0.4137972,0.4137972,25.3,25868,3.259079933166504,12.862000465393066,1241788469.1530826,0.22429519891738892,0.7115321755409241,209.5471954345703,1.0353150367736816,1.258505940437317,0.8613877892494202,0.13816820085048676,0.21917510032653809
164,2.4615503e-07,52297.207,15.96378,19.340784,0.0,18.010853,1241789080.9833984,1241789082.9833984,3.2413394,14892270,7.0480576,1241789080.975586,1241789082.975586,3.2413394,13201608,17.998173,6.690611,24.688784,9.330750454222395,0.37173834,0.14174578,0.14174578,24.8,19502,8.37450122833252,13.838680267333984,1241789082.9661214,0.340261310338974,0.16552940011024475,199.5316925048828,1.7232060432434082,1.456555962562561,1.9948580265045166,3.4724810123443604,-0.122502401471138
165,0.071375735,0.17384247,8.527173,8.973496,0.0,7.3112535,1241789166.697754,1241789168.697754,0.20747471,9339258,5.2028084,1241789166.7001953,1241789168.7001953,0.20747471,8278421,99.18837,35.6775,134.86588,50.50480515351978,0.3596944,0.588751,0.588751,25.1,27453,21.332860946655273,69.4937973022461,1241789168.6713238,0.765422523021698,0.15121829509735107,1590.35498046875,1.2581909894943237,5.155310153961182,2.2266180515289307,2.1107780933380127,-0.5256394147872925
166,2.4615503e-07,52297.207,21.991251,24.588804,0.0,18.032366,1241789688.6445312,1241789690.6445312,6.246753,18315757,16.71655,1241789688.6464844,1241789690.6464844,6.246753,16237751,28.626186,2.3915722,31.01776,6.35252109956293,0.08354491,0.07793796,0.07793796,24.0,37988,15.018150329589844,3.6634840965270996,1241789690.6248713,0.7850350141525269,0.6509907245635986,39.25558090209961,1.6819579601287842,4.475480079650879,2.807605028152466,2.3993608951568604,-0.8024777770042419
167,2.4615503e-07,52297.207,14.379618,17.794407,0.0,9.837924,1241789779.416504,1241789781.416504,1.2239923,9497140,14.827547,1241789779.4082031,1241789781.4082031,1.2239923,8418739,21.26261,16.577919,37.84053,16.319111402740873,0.7796747,0.06542613,0.06542613,24.8,32815,21.177879333496094,16.416229248046875,1241789781.413228,0.3264716863632202,0.3789907991886139,324.4999084472656,2.4632959365844727,0.005731443874537945,1.1117939949035645,4.30260705947876,0.1938554048538208
168,2.4615503e-07,52297.207,15.555015,25.293938,0.0,18.216715,1241789870.0922852,1241789872.0922852,0.16636582,6514828,17.548065,1241789870.0917969,1241789872.0917969,0.16636582,5773359,89.59841,67.17436,156.77277,67.39818303230193,0.74972713,0.81689644,0.81689644,26.0,24359,37.933921813964844,100.3290023803711,1241789872.0941145,0.28703629970550537,0.453315794467926,465.3890075683594,1.7203609943389893,0.2350504994392395,3.521251916885376,5.945940017700195,0.919548511505127
169,2.4615503e-07,52297.207,40.54611,46.0402,0.0,31.449286,1241790171.991211,1241790173.991211,28.758175,912346,33.625027,1241790171.9887695,1241790173.9887695,28.758175,807818,3.1454494,2.607355,5.7528048,2.490885759791855,0.8289293,-0.33840823,-0.33840823,25.2,401220,2.9700911045074463,2.757852077484131,1241790174.0082238,0.45268040895462036,0.2367105931043625,47.45859146118164,1.9874730110168457,4.745305061340332,5.87287712097168,5.942306995391846,1.230694055557251
170,0.0020847265,6.1685786,8.941437,9.64134,0.0,7.096478,1241790467.8183594,1241790469.8183594,2.0537052,9095859,6.526519,1241790467.8198242,1241790469.8198242,2.0537052,8062428,21.721502,9.143654,30.865156,12.047920302894108,0.42094943,-0.09012295,-0.09012295,24.5,22252,26.468379974365234,7.727013111114502,1241790469.8355546,0.08081763237714767,0.5219026207923889,837.6220092773438,1.2589119672775269,4.769805908203125,5.517046928405762,0.04213155061006546,0.735751211643219
171,1.0,1.3592863e-06,6.0876374,7.837357,0.0,6.082115,1241790775.1069336,1241790777.1069336,5.1880617,1947100,4.942878,1241790775.102539,1241790777.102539,5.1880617,1726745,114.59171,1.3775092,115.96922,8.055269774487682,0.01202102,0.9978684,0.0,25.3,124814,15.331350326538086,4.362493991851807,1241790778.6145449,0.7801303267478943,0.6597738862037659,1278.35400390625,2.228394031524658,0.04713466018438339,6.134974956512451,6.131680965423584,-0.8630493879318237
172,0.0015468715,8.315663,8.975954,9.265822,0.0,7.156222,1241791376.838379,1241791378.838379,4.4096527,175857,5.8859115,1241791376.8364258,1241791378.8364258,4.4096527,155382,12.215715,6.7533965,18.969112,7.838903055086196,0.55284494,0.8096641,0.8096641,25.5,20061,15.600769996643066,5.475987911224365,1241791378.8577483,0.9494385719299316,0.3072269856929779,1256.7960205078125,0.5641667246818542,4.228847026824951,4.360036849975586,5.464727878570557,0.3731333911418915
173,0.9991417,0.0018232602,7.96244,8.11262,0.0,6.1297774,1241792083.3237305,1241792085.3237305,0.5453708,2800334,5.3141737,1241792083.321289,1241792085.321289,0.5453708,2483057,122.31223,1.6781228,123.99036,9.304618947432667,0.013719991,-0.6360052,0.0,19.8,141595,9.946905136108398,137.64219665527344,1241792085.3223376,0.7860919833183289,0.7519791722297668,420.2174072265625,0.6385732293128967,2.192559003829956,1.3483870029449463,2.079258918762207,1.368988037109375
174,2.4615503e-07,52297.207,15.986625,19.022516,0.0,11.512291,1241792290.7041016,1241792292.7041016,0.6623575,7414518,15.143424,1241792290.7045898,1241792292.7045898,0.6623575,6573798,30.074202,26.66358,56.73778,24.642971173232446,0.8865931,0.8512734,0.8512734,26.1,33813,24.981950759887695,34.113399505615234,1241792292.685885,0.8231130838394165,0.9379817843437195,815.5936279296875,2.0284759998321533,0.6132503151893616,3.789151906967163,4.192660808563232,-1.0872019529342651
175,1.0,1.8830892e-06,6.4586067,6.9588323,0.0,4.8978634,1241792484.1518555,1241792486.1518555,3.009391,10256119,4.943307,1241792484.1416016,1241792486.1416016,3.009391,9092259,64.08939,3.1791575,67.268555,10.468790499579129,0.04960505,0.8578117,0.8578117,24.8,92665,67.0884017944336,29.858800888061523,1241792486.7180758,0.8105992078781128,0.8180850744247437,6259.8798828125,1.0575629472732544,4.17202091217041,0.03839198127388954,4.512005805969238,-0.23559680581092834
176,1.0,1.3015072e-06,6.017578,6.573182,0.0,4.645683,1241792769.9370117,1241792771.9370117,2.391065,18860125,4.6502,1241792769.934082,1241792771.934082,2.391065,16719090,25.4557,7.302697,32.758396,11.441855859544692,0.28687868,0.9928668,0.9928668,25.8,37421,3.0956060886383057,22.063980102539062,1241792771.1300862,0.5730121731758118,0.12199360132217407,1445.56494140625,1.868391990661621,4.396432876586914,6.181532859802246,3.4584829807281494,0.36632201075553894
177,2.4615503e-07,52297.207,11.470391,12.535296,0.0,9.9191265,1241792877.1186523,1241792879.1186523,4.875485,10736435,7.6645026,1241792877.1206055,1241792879.1206055,4.875485,9519028,14.339544,5.1397104,19.479256,7.287355115721855,0.35842913,-0.00062481145,-0.00062481145,24.8,19335,8.338224411010742,8.340457916259766,1241792879.1065016,0.18885159492492676,0.6774094104766846,536.99658203125,2.766961097717285,1.2726949453353882,5.9643049240112305,2.228087902069092,0.023864150047302246
178,1.0,1.1167464e-06,5.680996,6.0054054,0.0,4.2777853,1241793388.2363281,1241793390.2363281,7.241237,45904,4.2149076,1241793388.243164,1241793390.243164,7.241237,41169,81.72136,1.1521326,82.87349,6.318583183753737,0.014098304,0.9961716,0.0,25.4,120187,84.3062973022461,8.724075317382812,1241793390.3778174,0.5963010787963867,0.3241086006164551,3135.376953125,1.649459958076477,3.46600604057312,3.3712069988250732,1.0301469564437866,-0.2938160002231598
179,1.0,9.778129e-07,5.656854,6.127463,0.0,4.4945793,1241793480.2177734,1241793482.2177734,6.0232205,11081614,4.16468,1241793480.2163086,1241793482.2163086,6.0232205,9826596,10.217693,5.2539916,15.471685,6.309541778065058,0.5142053,-0.88429224,-0.88429224,24.4,21670,4.008854866027832,36.11151123046875,1241793481.9612885,0.2190133035182953,0.48076578974723816,919.2255859375,2.563035011291504,4.554022789001465,3.0919430255889893,6.234189033508301,-0.7513812184333801
180,1.0,9.778129e-07,5.656854,6.4780765,0.0,4.6733656,1241793574.1757812,1241793576.1757812,6.049143,17633692,4.4861045,1241793574.1875,1241793576.1875,6.049143,15632707,69.97034,1.2766049,71.24694,6.309995302258682,0.018244945,0.094211966,0.0,21.9,144976,42.188968658447266,16.125459671020508,1241793576.677955,0.9543343782424927,0.9115164279937744,2440.52001953125,1.2586899995803833,3.342613935470581,4.954555988311768,1.312567949295044,0.9081997275352478
181,2.4615503e-07,52297.207,19.978363,219.57756,0.0,175.92896,1241793680.887207,1241793682.887207,0.2524594,4772064,131.3899,1241793680.8901367,1241793682.8901367,0.2524594,4228671,52.606583,31.155615,83.7622,35.00549617048494,0.59223795,-0.175719,-0.175719,24.8,24471,24.43963050842285,62.01972961425781,1241793682.9029434,0.6867513060569763,0.024354329332709312,137.1118927001953,0.2119361013174057,3.8436789512634277,1.20878005027771,0.06930878758430481,0.5073565244674683
