,fap,ifar,stat,snr,timeslide_value,L1_snr,L1_start_time,L1_trigger_time,L1_template_duration,L1_trigger_id,H1_snr,H1_start_time,H1_trigger_time,H1_template_duration,H1_trigger_id,mass_1,mass_2,mass_total,mass_chirp,mass_ratio,spin1z,spin2z,f_lower,template_id,injection_mass_1,injection_mass_2,injection_geocent_time,injection_chi_1,injection_chi_2,injection_luminosity_distance,injection_theta_jn,injection_psi,injection_phase,injection_ra,injection_dec
10,1.0,0.00065466156,7.823901,8.153848,0.0,6.4213753,1241740670.1201172,1241740672.1201172,0.79566616,18713471,5.0250535,1241740670.1142578,1241740672.1142578,0.79566616,16590327,113.75747,1.7482266,115.5057,9.260318273588446,0.015368016,-0.624307,0.0,19.8,138427,17.096649169921875,123.48699951171875,1241740672.1105933,0.4991070032119751,0.15451659262180328,800.6397094726562,2.087574005126953,0.04346039891242981,1.1964329481124878,0.6935110092163086,-0.2829897105693817
11,0.007628637,1.6810418,8.7965975,9.949504,0.0,7.6877294,1241740981.9731445,1241740983.9731445,0.5621334,4186439,6.315968,1241740981.9736328,1241740983.9736328,0.5621334,3709861,89.025665,5.774328,94.799995,17.03132181975071,0.06486139,-0.4646874,-0.4646874,21.6,112755,46.19355010986328,100.8375015258789,1241740983.9488053,0.35234761238098145,0.12970459461212158,3118.2451171875,0.9046487808227539,5.887126922607422,1.9791829586029053,6.16473913192749,-1.0625989437103271
12,3.4461114e-05,373.55148,9.428242,10.015824,0.0,6.85381,1241741177.5786133,1241741179.5786133,4.363171,8410298,7.3035626,1241741177.5761719,1241741179.5761719,4.363171,7454931,23.545444,3.772439,27.317883,7.61777361526935,0.16021949,-0.62426287,-0.62426287,23.5,330567,24.27712059020996,3.719926118850708,1241741179.5959167,0.5525586009025574,0.7283815145492554,461.5430908203125,0.8977305889129639,3.514622926712036,4.139126777648926,2.040087938308716,1.0121749639511108
13,2.4615503e-07,52297.207,25.583345,43.51125,0.0,39.25127,1241742476.6108398,1241742478.6108398,0.39359,1873001,18.776754,1241742476.6035156,1241742478.6035156,0.39359,1660775,50.472603,23.768965,74.24157,29.73789025734635,0.47092804,0.07818202,0.07818202,24.7,28221,57.97774124145508,20.65641975402832,1241742478.5943396,0.30020999908447266,0.6833171248435974,355.3197021484375,0.44433438777923584,1.3529820442199707,5.515297889709473,0.4629276990890503,-0.2873201072216034
14,0.6480029,0.012329109,8.206836,8.472404,0.0,6.450792,1241742989.1064453,1241742991.1064453,2.256883,9254523,5.4926224,1241742989.1035156,1241742991.1035156,2.256883,8203576,16.956524,10.593889,27.550413,11.604053684495716,0.6247677,0.39379424,0.39379424,25.2,21071,10.01587963104248,18.34585952758789,1241742991.0923474,0.6292762160301208,0.39206430315971375,795.032470703125,0.9330906271934509,2.8144690990448,0.1253671944141388,5.245140075683594,0.30542659759521484
15,2.4615503e-07,52297.207,22.387974,25.737276,0.0,20.623083,1241743270.2719727,1241743272.2719727,1.4204619,10056006,15.397915,1241743270.2753906,1241743272.2753906,1.4204619,8914132,59.894867,6.9709687,66.86584,16.120139206498546,0.11638675,0.9106326,0.9106326,25.5,56501,67.17471313476562,6.679059982299805,1241743272.2880907,0.9679620862007141,0.23452329635620117,533.77880859375,0.8437060713768005,0.04345614090561867,0.5968009233474731,2.399245023727417,0.06451933830976486
16,0.40617117,0.024700897,8.293991,8.877679,0.0,7.1306596,1241743471.4414062,1241743473.4414062,0.3854232,11495067,5.2883716,1241743471.4399414,1241743473.4399414,0.3854232,10192009,66.49615,23.132992,89.629135,33.24506044965087,0.34788468,0.5332888,0.5332888,25.1,24124,37.72224044799805,36.63166046142578,1241743473.4152613,0.9780851006507874,0.3256925940513611,4786.89208984375,2.6984620094299316,1.2639280557632446,5.350193977355957,5.902184009552002,-0.8507441878318787
17,2.4615503e-07,52297.207,10.079142,10.655697,0.0,8.480396,1241743782.2675781,1241743784.2675781,12.425923,8040771,6.4518805,1241743782.2641602,1241743784.2641602,12.425923,7127094,18.193651,1.646722,19.840374,4.230718382543551,0.0905108,0.58965737,0.0,25.0,351193,2.6906840801239014,9.321576118469238,1241743784.2762792,0.7497519850730896,0.4713200032711029,426.97601318359375,0.48110389709472656,1.0762020349502563,3.9971420764923096,1.5171430110931396,-0.18856939673423767
18,1.0,3.785759e-05,7.377112,7.9203477,0.0,5.7836857,1241743868.6660156,1241743870.6660156,6.8679967,5367915,5.411182,1241743868.671875,1241743870.671875,6.8679967,4756830,9.135793,5.1153545,14.251147,5.902054572600981,0.55992454,-0.35761642,-0.35761642,24.8,23339,5.497157096862793,8.458466529846191,1241743870.6690896,0.9270449876785278,0.05490946024656296,778.5385131835938,0.06238792836666107,3.1238560676574707,1.4774370193481445,4.221288204193115,0.3061878979206085
19,0.19439447,0.059553843,8.402518,9.799891,0.0,7.6488037,1241744383.0395508,1241744385.0395508,0.22377725,15770067,6.1264734,1241744383.0410156,1241744385.0410156,0.22377725,13979449,129.79343,7.167147,136.96057,22.586050687994668,0.055219647,-0.26688746,-0.26688746,21.7,130503,82.60064697265625,143.8607940673828,1241744385.0329914,0.471055805683136,0.18774199485778809,991.0482788085938,1.7912729978561401,5.149991035461426,0.36640360951423645,1.927590012550354,-0.32870379090309143
