,H1_time,L1_time,H1_time_end,L1_time_end,timeslide_val,H1_timeslid_time,L1_timeslid_time,avg_timeslid_time,H1_timslide_val,L1_timslide_val,H1_delta_time,L1_delta_time
29,1241793680.8901367,1241793680.887207,1241793684.8901367,1241793684.887207,0.0,1241793680.8901367,1241793680.887207,1241793680.8886719,0.00146484375,-0.00146484375,0.0,0.0
30,1241793976.5874026,1241793976.5805664,1241793980.5874026,1241793980.5805664,0.0,1241793976.5874026,1241793976.5805664,1241793976.5839844,0.0034182071685791016,-0.00341796875,0.0,0.0
31,1241795075.8652346,1241795075.857422,1241795079.8652346,1241795079.857422,0.0,1241795075.8652346,1241795075.857422,1241795075.8613284,0.00390625,-0.00390625,0.0,0.0
32,1241795677.0151367,1241795677.020996,1241795681.0151367,1241795681.020996,0.0,1241795677.0151367,1241795677.020996,1241795677.0180664,-0.0029296875,0.0029296875,0.0,0.0
33,1241796887.8061526,1241796887.8017578,1241796891.8061526,1241796891.8017578,0.0,1241796887.8061526,1241796887.8017578,1241796887.803955,0.0021975040435791016,-0.002197265625,0.0,0.0
34,1241800267.256836,1241800267.2563474,1241800271.256836,1241800271.2563474,0.0,1241800267.256836,1241800267.2563474,1241800267.2565918,0.000244140625,-0.00024437904357910156,0.0,0.0
35,1241800888.6445312,1241800888.6411133,1241800892.6445312,1241800892.6411133,0.0,1241800888.6445312,1241800888.6411133,1241800888.6428223,0.001708984375,-0.001708984375,0.0,0.0
36,1241801490.8691404,1241801490.8657227,1241801494.8691404,1241801494.8657227,0.0,1241801490.8691404,1241801490.8657227,1241801490.8674316,0.0017087459564208984,-0.001708984375,0.0,0.0
37,1241802374.057129,1241802374.0541992,1241802378.057129,1241802378.0541992,0.0,1241802374.057129,1241802374.0541992,1241802374.055664,0.00146484375,-0.00146484375,0.0,0.0
38,1241803681.8735352,1241803681.8701172,1241803685.8735352,1241803685.8701172,0.0,1241803681.8735352,1241803681.8701172,1241803681.8718262,0.001708984375,-0.001708984375,0.0,0.0
39,1241804486.5024414,1241804486.4960938,1241804490.5024414,1241804490.4960938,0.0,1241804486.5024414,1241804486.4960938,1241804486.4992676,0.003173828125,-0.003173828125,0.0,0.0
40,1241804785.8286133,1241804785.8330078,1241804789.8286133,1241804789.8330078,0.0,1241804785.8286133,1241804785.8330078,1241804785.8308105,-0.002197265625,0.002197265625,0.0,0.0
41,1241805268.1713867,1241805268.1674805,1241805272.1713867,1241805272.1674805,0.0,1241805268.1713867,1241805268.1674805,1241805268.1694336,0.001953125,-0.001953125,0.0,0.0
42,1241811767.076172,1241811767.076172,1241811771.076172,1241811771.076172,0.0,1241811767.076172,1241811767.076172,1241811767.076172,0.0,0.0,0.0,0.0
43,1241834574.4077148,1241834574.4082036,1241834578.4077148,1241834578.4082036,0.0,1241834574.4077148,1241834574.4082036,1241834574.4079592,-0.00024437904357910156,0.00024437904357910156,0.0,0.0
44,1241836878.9125974,1241836878.9145508,1241836882.9125974,1241836882.9145508,0.0,1241836878.9125974,1241836878.9145508,1241836878.9135742,-0.0009768009185791016,0.0009765625,0.0,0.0
45,1241837474.2851562,1241837474.2871096,1241837478.2851562,1241837478.2871096,0.0,1241837474.2851562,1241837474.2871096,1241837474.2861328,-0.0009765625,0.0009768009185791016,0.0,0.0
46,1241838488.972168,1241838488.9804688,1241838492.972168,1241838492.9804688,0.0,1241838488.972168,1241838488.9804688,1241838488.9763184,-0.004150390625,0.004150390625,0.0,0.0
47,1241838971.6293945,1241838971.6342773,1241838975.6293945,1241838975.6342773,0.0,1241838971.6293945,1241838971.6342773,1241838971.631836,-0.00244140625,0.00244140625,0.0,0.0
48,1241839576.5581055,1241839576.5498047,1241839580.5581055,1241839580.5498047,0.0,1241839576.5581055,1241839576.5498047,1241839576.553955,0.004150390625,-0.004150390625,0.0,0.0
49,1241840580.1137695,1241840580.109375,1241840584.1137695,1241840584.109375,0.0,1241840580.1137695,1241840580.109375,1241840580.1115723,0.002197265625,-0.002197265625,0.0,0.0
50,1241840977.6572266,1241840977.666504,1241840981.6572266,1241840981.666504,0.0,1241840977.6572266,1241840977.666504,1241840977.6618652,-0.004638671875,0.004638671875,0.0,0.0
51,1241842082.565918,1241842082.5683596,1241842086.565918,1241842086.5683596,0.0,1241842082.565918,1241842082.5683596,1241842082.5671387,-0.001220703125,0.0012209415435791016,0.0,0.0
52,1241842473.862793,1241842473.8564453,1241842477.862793,1241842477.8564453,0.0,1241842473.862793,1241842473.8564453,1241842473.8596191,0.003173828125,-0.003173828125,0.0,0.0
53,1241845580.8725586,1241845580.866211,1241845584.8725586,1241845584.866211,0.0,1241845580.8725586,1241845580.866211,1241845580.8693848,0.003173828125,-0.003173828125,0.0,0.0
54,1241848386.6396484,1241848386.6376953,1241848390.6396484,1241848390.6376953,0.0,1241848386.6396484,1241848386.6376953,1241848386.6386719,0.0009765625,-0.0009765625,0.0,0.0
55,1241848987.053711,1241848987.053711,1241848991.053711,1241848991.053711,0.0,1241848987.053711,1241848987.053711,1241848987.053711,0.0,0.0,0.0,0.0
56,1241851380.3388672,1241851380.3398438,1241851384.3388672,1241851384.3398438,0.0,1241851380.3388672,1241851380.3398438,1241851380.3393555,-0.00048828125,0.00048828125,0.0,0.0
57,1241851484.2763672,1241851484.2856445,1241851488.2763672,1241851488.2856445,0.0,1241851484.2763672,1241851484.2856445,1241851484.2810059,-0.004638671875,0.004638671875,0.0,0.0
58,1241851971.994629,1241851972.0019536,1241851975.994629,1241851976.0019536,0.0,1241851971.994629,1241851972.0019536,1241851971.9982913,-0.0036623477935791016,0.0036623477935791016,0.0,0.0
59,1241852377.0317385,1241852377.036621,1241852381.0317385,1241852381.036621,0.0,1241852377.0317385,1241852377.036621,1241852377.0341797,-0.0024411678314208984,0.00244140625,0.0,0.0
60,1241855586.0493164,1241855586.0454102,1241855590.0493164,1241855590.0454102,0.0,1241855586.0493164,1241855586.0454102,1241855586.0473633,0.001953125,-0.001953125,0.0,0.0
61,1241855676.5200195,1241855676.5283206,1241855680.5200195,1241855680.5283206,0.0,1241855676.5200195,1241855676.5283206,1241855676.52417,-0.004150390625,0.0041506290435791016,0.0,0.0
62,1241856574.3134766,1241856574.3164062,1241856578.3134766,1241856578.3164062,0.0,1241856574.3134766,1241856574.3164062,1241856574.3149414,-0.00146484375,0.00146484375,0.0,0.0
63,1241856884.8569336,1241856884.8603516,1241856888.8569336,1241856888.8603516,0.0,1241856884.8569336,1241856884.8603516,1241856884.8586426,-0.001708984375,0.001708984375,0.0,0.0
64,1241862680.3847654,1241862680.3813474,1241862684.3847654,1241862684.3813474,0.0,1241862680.3847654,1241862680.3813474,1241862680.3830564,0.001708984375,-0.001708984375,0.0,0.0
65,1241863575.300293,1241863575.2924805,1241863579.300293,1241863579.2924805,0.0,1241863575.300293,1241863575.2924805,1241863575.2963867,0.00390625,-0.00390625,0.0,0.0
66,1241864778.2617188,1241864778.2529294,1241864782.2617188,1241864782.2529294,0.0,1241864778.2617188,1241864778.2529294,1241864778.2573242,0.00439453125,-0.0043947696685791016,0.0,0.0
67,1241871278.5131836,1241871278.5234375,1241871282.5131836,1241871282.5234375,0.0,1241871278.5131836,1241871278.5234375,1241871278.5183105,-0.005126953125,0.005126953125,0.0,0.0
68,1241873574.8051758,1241873574.8149414,1241873578.8051758,1241873578.8149414,0.0,1241873574.8051758,1241873574.8149414,1241873574.8100586,-0.0048828125,0.0048828125,0.0,0.0
69,1241936281.9833984,1241936281.9882812,1241936285.9833984,1241936285.9882812,0.0,1241936281.9833984,1241936281.9882812,1241936281.9858398,-0.00244140625,0.00244140625,0.0,0.0
70,1241936574.0273438,1241936574.025879,1241936578.0273438,1241936578.025879,0.0,1241936574.0273438,1241936574.025879,1241936574.0266113,0.000732421875,-0.000732421875,0.0,0.0
71,1241940768.690918,1241940768.696289,1241940772.690918,1241940772.696289,0.0,1241940768.690918,1241940768.696289,1241940768.6936035,-0.002685546875,0.002685546875,0.0,0.0
72,1241944083.6884766,1241944083.6884766,1241944087.6884766,1241944087.6884766,0.0,1241944083.6884766,1241944083.6884766,1241944083.6884766,0.0,0.0,0.0,0.0
73,1241946090.3774414,1241946090.3769536,1241946094.3774414,1241946094.3769536,0.0,1241946090.3774414,1241946090.3769536,1241946090.3771975,0.00024390220642089844,-0.00024390220642089844,0.0,0.0
74,1241947288.1645508,1241947288.1582036,1241947292.1645508,1241947292.1582036,0.0,1241947288.1645508,1241947288.1582036,1241947288.1613772,0.0031735897064208984,-0.0031735897064208984,0.0,0.0
75,1241954587.7548828,1241954587.7612305,1241954591.7548828,1241954591.7612305,0.0,1241954587.7548828,1241954587.7612305,1241954587.7580566,-0.003173828125,0.003173828125,0.0,0.0
76,1242072184.6176758,1242072184.6137695,1242072188.6176758,1242072188.6137695,0.0,1242072184.6176758,1242072184.6137695,1242072184.6157227,0.001953125,-0.001953125,0.0,0.0
77,1242073285.5615234,1242073285.5664062,1242073289.5615234,1242073289.5664062,0.0,1242073285.5615234,1242073285.5664062,1242073285.5639648,-0.00244140625,0.00244140625,0.0,0.0
78,1242074682.1259766,1242074682.1176758,1242074686.1259766,1242074686.1176758,0.0,1242074682.1259766,1242074682.1176758,1242074682.1218262,0.004150390625,-0.004150390625,0.0,0.0
79,1242076476.8554688,1242076476.8623047,1242076480.8554688,1242076480.8623047,0.0,1242076476.8554688,1242076476.8623047,1242076476.8588867,-0.00341796875,0.00341796875,0.0,0.0
80,1242078667.9301758,1242078667.9282227,1242078671.9301758,1242078671.9282227,0.0,1242078667.9301758,1242078667.9282227,1242078667.9291992,0.0009765625,-0.0009765625,0.0,0.0
81,1242079470.9492188,1242079470.9394536,1242079474.9492188,1242079474.9394536,0.0,1242079470.9492188,1242079470.9394536,1242079470.9443362,0.0048825740814208984,-0.0048825740814208984,0.0,0.0
82,1242081079.3027346,1242081079.2973633,1242081083.3027346,1242081083.2973633,0.0,1242081079.3027346,1242081079.2973633,1242081079.3000488,0.0026857852935791016,-0.002685546875,0.0,0.0
83,1242082788.5922852,1242082788.6020508,1242082792.5922852,1242082792.6020508,0.0,1242082788.5922852,1242082788.6020508,1242082788.597168,-0.0048828125,0.0048828125,0.0,0.0
84,1242107480.1972654,1242107480.1899414,1242107484.1972654,1242107484.1899414,0.0,1242107480.1972654,1242107480.1899414,1242107480.1936035,0.0036618709564208984,-0.003662109375,0.0,0.0
85,1242108385.6572266,1242108385.6489258,1242108389.6572266,1242108389.6489258,0.0,1242108385.6572266,1242108385.6489258,1242108385.6530762,0.004150390625,-0.004150390625,0.0,0.0
86,1242134989.0327148,1242134989.0405273,1242134993.0327148,1242134993.0405273,0.0,1242134989.0327148,1242134989.0405273,1242134989.036621,-0.00390625,0.00390625,0.0,0.0
87,1242146076.0302734,1242146076.0253904,1242146080.0302734,1242146080.0253904,0.0,1242146076.0302734,1242146076.0253904,1242146076.027832,0.00244140625,-0.0024416446685791016,0.0,0.0
88,1242146367.4335938,1242146367.427246,1242146371.4335938,1242146371.427246,0.0,1242146367.4335938,1242146367.427246,1242146367.43042,0.003173828125,-0.003173828125,0.0,0.0
89,1242147083.7753904,1242147083.7714846,1242147087.7753904,1242147087.7714846,0.0,1242147083.7753904,1242147083.7714846,1242147083.7734375,0.0019528865814208984,-0.0019528865814208984,0.0,0.0
90,1242147271.9438474,1242147271.947754,1242147275.9438474,1242147275.947754,0.0,1242147271.9438474,1242147271.947754,1242147271.9458008,-0.0019533634185791016,0.001953125,0.0,0.0
91,1242150472.540039,1242150472.5458984,1242150476.540039,1242150476.5458984,0.0,1242150472.540039,1242150472.5458984,1242150472.5429688,-0.0029296875,0.0029296875,0.0,0.0
92,1242150574.9604492,1242150574.965332,1242150578.9604492,1242150578.965332,0.0,1242150574.9604492,1242150574.965332,1242150574.9628906,-0.00244140625,0.00244140625,0.0,0.0
93,1242151590.9560547,1242151590.9560547,1242151594.9560547,1242151594.9560547,0.0,1242151590.9560547,1242151590.9560547,1242151590.9560547,0.0,0.0,0.0,0.0
94,1242151676.705078,1242151676.6992188,1242151680.705078,1242151680.6992188,0.0,1242151676.705078,1242151676.6992188,1242151676.7021484,0.0029294490814208984,-0.0029296875,0.0,0.0
95,1242196381.9555664,1242196381.959961,1242196385.9555664,1242196385.959961,0.0,1242196381.9555664,1242196381.959961,1242196381.9577637,-0.002197265625,0.002197265625,0.0,0.0
96,1242199990.8657227,1242199990.8618164,1242199994.8657227,1242199994.8618164,0.0,1242199990.8657227,1242199990.8618164,1242199990.8637695,0.001953125,-0.001953125,0.0,0.0
97,1242200166.0839846,1242200166.0893555,1242200170.0839846,1242200170.0893555,0.0,1242200166.0839846,1242200166.0893555,1242200166.08667,-0.0026853084564208984,0.002685546875,0.0,0.0
98,1242203985.253418,1242203985.260254,1242203989.253418,1242203989.260254,0.0,1242203985.253418,1242203985.260254,1242203985.256836,-0.00341796875,0.00341796875,0.0,0.0
99,1242204085.3740234,1242204085.366211,1242204089.3740234,1242204089.366211,0.0,1242204085.3740234,1242204085.366211,1242204085.3701172,0.00390625,-0.00390625,0.0,0.0
100,1242206390.1513672,1242206390.1445312,1242206394.1513672,1242206394.1445312,0.0,1242206390.1513672,1242206390.1445312,1242206390.1479492,0.00341796875,-0.00341796875,0.0,0.0
101,1242207187.3085938,1242207187.2998047,1242207191.3085938,1242207191.2998047,0.0,1242207187.3085938,1242207187.2998047,1242207187.3041992,0.00439453125,-0.00439453125,0.0,0.0
102,1242207373.4658206,1242207373.456543,1242207377.4658206,1242207377.456543,0.0,1242207373.4658206,1242207373.456543,1242207373.4611816,0.0046389102935791016,-0.004638671875,0.0,0.0
103,1242207982.798828,1242207982.8017578,1242207986.798828,1242207986.8017578,0.0,1242207982.798828,1242207982.8017578,1242207982.800293,-0.0014650821685791016,0.00146484375,0.0,0.0
104,1242210190.8637695,1242210190.8701172,1242210194.8637695,1242210194.8701172,0.0,1242210190.8637695,1242210190.8701172,1242210190.8669434,-0.003173828125,0.003173828125,0.0,0.0
105,1242214178.7651367,1242214178.7670898,1242214182.7651367,1242214182.7670898,0.0,1242214178.7651367,1242214178.7670898,1242214178.7661133,-0.0009765625,0.0009765625,0.0,0.0
106,1242214987.899414,1242214987.8935547,1242214991.899414,1242214991.8935547,0.0,1242214987.899414,1242214987.8935547,1242214987.8964844,0.0029296875,-0.0029296875,0.0,0.0
107,1242215381.0825195,1242215381.0751953,1242215385.0825195,1242215385.0751953,0.0,1242215381.0825195,1242215381.0751953,1242215381.0788574,0.003662109375,-0.003662109375,0.0,0.0
108,1242237576.9042964,1242237576.8945312,1242237580.9042964,1242237580.8945312,0.0,1242237576.9042964,1242237576.8945312,1242237576.8994138,0.0048825740814208984,-0.0048825740814208984,0.0,0.0
109,1242237878.4770508,1242237878.4833984,1242237882.4770508,1242237882.4833984,0.0,1242237878.4770508,1242237878.4833984,1242237878.4802246,-0.003173828125,0.003173828125,0.0,0.0
110,1242243690.0673828,1242243690.0620115,1242243694.0673828,1242243694.0620115,0.0,1242243690.0673828,1242243690.0620115,1242243690.0646973,0.002685546875,-0.0026857852935791016,0.0,0.0
111,1242247787.8608398,1242247787.864746,1242247791.8608398,1242247791.864746,0.0,1242247787.8608398,1242247787.864746,1242247787.862793,-0.001953125,0.001953125,0.0,0.0
112,1242250382.3041992,1242250382.298828,1242250386.3041992,1242250386.298828,0.0,1242250382.3041992,1242250382.298828,1242250382.3015137,0.002685546875,-0.0026857852935791016,0.0,0.0
113,1242253968.9555664,1242253968.965332,1242253972.9555664,1242253972.965332,0.0,1242253968.9555664,1242253968.965332,1242253968.9604492,-0.0048828125,0.0048828125,0.0,0.0
114,1242258385.614746,1242258385.6152346,1242258389.614746,1242258389.6152346,0.0,1242258385.614746,1242258385.6152346,1242258385.6149902,-0.000244140625,0.00024437904357910156,0.0,0.0
115,1242258888.159668,1242258888.1567385,1242258892.159668,1242258892.1567385,0.0,1242258888.159668,1242258888.1567385,1242258888.1582031,0.00146484375,-0.0014646053314208984,0.0,0.0
116,1242260272.0634766,1242260272.0546875,1242260276.0634766,1242260276.0546875,0.0,1242260272.0634766,1242260272.0546875,1242260272.059082,0.00439453125,-0.00439453125,0.0,0.0
117,1242261169.4013672,1242261169.4047852,1242261173.4013672,1242261173.4047852,0.0,1242261169.4013672,1242261169.4047852,1242261169.4030762,-0.001708984375,0.001708984375,0.0,0.0
118,1242261969.6748047,1242261969.6791992,1242261973.6748047,1242261973.6791992,0.0,1242261969.6748047,1242261969.6791992,1242261969.677002,-0.002197265625,0.002197265625,0.0,0.0
119,1242263469.7817385,1242263469.7768555,1242263473.7817385,1242263473.7768555,0.0,1242263469.7817385,1242263469.7768555,1242263469.7792969,0.0024416446685791016,-0.00244140625,0.0,0.0
120,1242264683.3286133,1242264683.3276367,1242264687.3286133,1242264687.3276367,0.0,1242264683.3286133,1242264683.3276367,1242264683.328125,0.00048828125,-0.00048828125,0.0,0.0
121,1242281572.9833984,1242281572.9907227,1242281576.9833984,1242281576.9907227,0.0,1242281572.9833984,1242281572.9907227,1242281572.9870605,-0.003662109375,0.003662109375,0.0,0.0
122,1242282374.557129,1242282374.5576172,1242282378.557129,1242282378.5576172,0.0,1242282374.557129,1242282374.5576172,1242282374.557373,-0.000244140625,0.000244140625,0.0,0.0
123,1242283187.4492188,1242283187.455078,1242283191.4492188,1242283191.455078,0.0,1242283187.4492188,1242283187.455078,1242283187.4521484,-0.0029296875,0.0029294490814208984,0.0,0.0
124,1242284268.798828,1242284268.807129,1242284272.798828,1242284272.807129,0.0,1242284268.798828,1242284268.807129,1242284268.8029785,-0.0041506290435791016,0.004150390625,0.0,0.0
125,1242286575.5664062,1242286575.5732422,1242286579.5664062,1242286579.5732422,0.0,1242286575.5664062,1242286575.5732422,1242286575.5698242,-0.00341796875,0.00341796875,0.0,0.0
126,1242287585.684082,1242287585.6884766,1242287589.684082,1242287589.6884766,0.0,1242287585.684082,1242287585.6884766,1242287585.6862793,-0.002197265625,0.002197265625,0.0,0.0
127,1242287768.2094727,1242287768.2192385,1242287772.2094727,1242287772.2192385,0.0,1242287768.2094727,1242287768.2192385,1242287768.2143555,-0.0048828125,0.0048830509185791016,0.0,0.0
128,1242288567.4887695,1242288567.4873047,1242288571.4887695,1242288571.4873047,0.0,1242288567.4887695,1242288567.4873047,1242288567.488037,0.000732421875,-0.000732421875,0.0,0.0
129,1242291387.1655273,1242291387.1606445,1242291391.1655273,1242291391.1606445,0.0,1242291387.1655273,1242291387.1606445,1242291387.163086,0.00244140625,-0.00244140625,0.0,0.0
130,1242295967.4067385,1242295967.3964846,1242295971.4067385,1242295971.3964846,0.0,1242295967.4067385,1242295967.3964846,1242295967.4016116,0.005126953125,-0.005126953125,0.0,0.0
131,1242299276.0483398,1242299276.0551758,1242299280.0483398,1242299280.0551758,0.0,1242299276.0483398,1242299276.0551758,1242299276.0517578,-0.00341796875,0.00341796875,0.0,0.0
132,1242308875.1230464,1242308875.119629,1242308879.1230464,1242308879.119629,0.0,1242308875.1230464,1242308875.119629,1242308875.1213377,0.0017087459564208984,-0.0017087459564208984,0.0,0.0
133,1242310868.546875,1242310868.540039,1242310872.546875,1242310872.540039,0.0,1242310868.546875,1242310868.540039,1242310868.543457,0.00341796875,-0.00341796875,0.0,0.0
134,1242310984.9101562,1242310984.9091794,1242310988.9101562,1242310988.9091794,0.0,1242310984.9101562,1242310984.9091794,1242310984.909668,0.00048828125,-0.0004885196685791016,0.0,0.0
135,1242326887.4311526,1242326887.4379885,1242326891.4311526,1242326891.4379885,0.0,1242326887.4311526,1242326887.4379885,1242326887.4345706,-0.00341796875,0.00341796875,0.0,0.0
136,1242329766.682129,1242329766.6879885,1242329770.682129,1242329770.6879885,0.0,1242329766.682129,1242329766.6879885,1242329766.6850586,-0.0029296875,0.0029299259185791016,0.0,0.0
137,1242331168.2192385,1242331168.2260742,1242331172.2192385,1242331172.2260742,0.0,1242331168.2192385,1242331168.2260742,1242331168.2226562,-0.0034177303314208984,0.00341796875,0.0,0.0
138,1242333287.069336,1242333287.0717773,1242333291.069336,1242333291.0717773,0.0,1242333287.069336,1242333287.0717773,1242333287.0705566,-0.001220703125,0.001220703125,0.0,0.0
139,1242333383.019043,1242333383.015625,1242333387.019043,1242333387.015625,0.0,1242333383.019043,1242333383.015625,1242333383.017334,0.001708984375,-0.001708984375,0.0,0.0
140,1242342069.9526367,1242342069.9536133,1242342073.9526367,1242342073.9536133,0.0,1242342069.9526367,1242342069.9536133,1242342069.953125,-0.00048828125,0.00048828125,0.0,0.0
141,1242342278.1391602,1242342278.147461,1242342282.1391602,1242342282.147461,0.0,1242342278.1391602,1242342278.147461,1242342278.1433105,-0.004150390625,0.004150390625,0.0,0.0
142,1242344279.5317385,1242344279.5292964,1242344283.5317385,1242344283.5292964,0.0,1242344279.5317385,1242344279.5292964,1242344279.5305176,0.0012209415435791016,-0.0012211799621582031,0.0,0.0
143,1242346487.5419922,1242346487.5454102,1242346491.5419922,1242346491.5454102,0.0,1242346487.5419922,1242346487.5454102,1242346487.5437012,-0.001708984375,0.001708984375,0.0,0.0
144,1242347272.8798828,1242347272.8769536,1242347276.8798828,1242347276.8769536,0.0,1242347272.8798828,1242347272.8769536,1242347272.8784182,0.0014646053314208984,-0.0014646053314208984,0.0,0.0
145,1242350766.678711,1242350766.6811526,1242350770.678711,1242350770.6811526,0.0,1242350766.678711,1242350766.6811526,1242350766.6799316,-0.001220703125,0.0012209415435791016,0.0,0.0
146,1242351070.0893555,1242351070.097168,1242351074.0893555,1242351074.097168,0.0,1242351070.0893555,1242351070.097168,1242351070.0932617,-0.00390625,0.00390625,0.0,0.0
147,1242358374.352539,1242358374.3554688,1242358378.352539,1242358378.3554688,0.0,1242358374.352539,1242358374.3554688,1242358374.354004,-0.00146484375,0.00146484375,0.0,0.0
148,1242358990.224121,1242358990.2226562,1242358994.224121,1242358994.2226562,0.0,1242358990.224121,1242358990.2226562,1242358990.2233887,0.000732421875,-0.000732421875,0.0,0.0
149,1242366083.8520508,1242366083.8564453,1242366087.8520508,1242366087.8564453,0.0,1242366083.8520508,1242366083.8564453,1242366083.854248,-0.002197265625,0.002197265625,0.0,0.0
150,1242368070.2504885,1242368070.2524414,1242368074.2504885,1242368074.2524414,0.0,1242368070.2504885,1242368070.2524414,1242368070.2514648,-0.0009763240814208984,0.0009765625,0.0,0.0
